S.No,Unique ID,Stretch,Scheme,Package,SPV/Company,Company CIN,Developer,Developer CIN,State,Mode,Project Status,NH/SH,NH/SH No,Phase,Lane,Stretch (Kms),Lane Kilometer,RFP,RFQ,Letter Of Award,Concession Period (Years),Construction Period (Months),Concession Agreement Signed,Financial Closure,Construction Commencement,Scheduled Project Completion,Anticipated Completion,Provisional Commercial Operation Date,Actual Completion,Basis Of Award,Annuity (Rs.Cr),Grant (Rs.Cr),Negative Grant (Rs.Cr),Project Cost (Rs.Cr),Revised Project Cost (Rs.Cr),Dev Cost (Rs.Cr),Equity (Rs.Cr),Long Term Loan (Rs.Cr),Debt (Rs.Cr),Incremental Cost (Rs.Cr),TPC per km (Rs.Cr),Time Overrun (Months),Independent Engineer,Other members,Remarks,Project Name
280,N/02009/18001/TS,Adloor Yellareddy - Gundla Pochanpalli ,NHDP,NS2/BOT/AP-2,GMR Pochanpalli Expressways Ltd,U45200KA2005PLC049327,GMR Infrastructure Ltd,,Telangana,PPP BOT - Annuity,Completed,National Highway,44,II,4,102,408,May-2005,,Dec-2005,20,30,Mar-2006,Sep-2006,Sep-2006,Mar-2009,Mar-2009,Mar-2009,Jul-2009,Annuity,54.18,0.00,0.00,1896.30,0.00,1952.39,182.50,0.00,0.00,56.09,18.59,4,"MSV International Inc,Sri infotech(JV)",,Design (km 367.000 - km 464.000);,"Km 367.000 (Adloor Yellareddy) to Km 447.000 and Improvement,Operation & Maintenance of Km 447.000 to Km 464.000 (Gundla Pochanpalli) on Nagpur - Hyderabad section of NH-44 AP-2"
281,N/02010/03001/TS,Kotakatta Bypass - Kurnool,NHDP,,Andhra Pradesh Expressway Ltd,U63031DL2005PLC349200,IL&FS Transportation Networks Ltd,,"Andhra Pradesh,Telangana",PPP BOT - Annuity,Completed,National Highway,7,II,4/6,74.65,,May-2005,,Feb-2006,20,30,Mar-2006,Apr-2006,Sep-2006,Mar-2009,,,Sep-2022,Annuity,113.00,45.00,0.00,1978.20,0.00,2005.42,0.00,0.00,0.00,27.22,26.50,162,"Aarvee Associates,Consultants Pvt Ltd",,"Design (km 135.000 - km 211.000);
PCOD - September 2009;",Kotakatta Bypass - Kurnool
282,,Kothur - Jadcherla,Bharatmala Pariyojana,Hyderabad - Bangalore Section (Package - 1),,,,,Telangana,PPP HAM,Under Bidding,National Highway,44,,6,46.21,277.26,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 34.140 - km 80.350);,Kothur - Jadcherla [Hyderabad - Bangalore Section] (Package - 1)
283,N/04002/19002/KL,Kottankulangara - Start of Kollam Bypass,Bharatmala Pariyojana,,Vishwa Samudra Oachira Expressway Pvt Ltd,U45309TG2021PTC154233,Vishwa Samudra Engineering Pvt Ltd,,Kerala,PPP HAM,Under implementation,National Highway,66,Bharatmala Pariyojana,6,31.5,189,Dec-2020,,Aug-2021,,35,Oct-2021,,Apr-2022,Oct-2024,Dec-2025,,,,0.00,0.00,0.00,1580.00,2842.14,0.00,0.00,0.00,0.00,,90.23,5,"Feedback Infra Pvt. Ltd.,SATRA Services and Solutions Pvt. Ltd.",,Design (km 454.500 - km 486.000);,Kottankulangara - Start of Kollam Bypass
284,"N/02011/01001/TN	",Krishnagiri - Thopurghat,NHDP,NS-2/TN1,Krishnagiri Thopur Toll Road Ltd,U45203TN2005PLC057930,L&T Infrastructure Development Projects Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,44,II,4,86,344,May-2005,,Sep-2005,20,30,Jan-2006,Oct-2006,Jul-2006,Jan-2009,Dec-2024,,Jul-2024,Negative Grant,0.00,0.00,360.59,372.70,0.00,525.00,78.75,0.00,446.25,152.30,4.33,186,Consulting Engineering Services (India) Pvt Ltd,,"Design (km 94.00 - km 163.400);
",Krishnagiri - Thopurghat (NS-2/TN1)
285,N/02011/01001/TN,Krishnagiri - Omalur,NHDP ,NS-2/BOT/TN-1,,,Larsen & Toubro Ltd,L99999MH1946PLC004768,Tamil Nadu,EPC,Completed,National Highway,44,,,86,,,,Sep-2005,,36,Jan-2006,,Jul-2006,Jan-2009,Dec-2024,,Jul-2024,,0.00,0.00,0.00,372.70,0.00,0.00,0.00,0.00,0.00,,4.33,186,"Upham International corporation,SA Infrastructure Consultant Pvt Ltd,Quest Engineers & Consultants Pvt .Ltd",,Design (km 94.000 - km 180.000);,Krishnagiri - Thumbipadi - Thoppur Ghat - Omalur from km. 94.00 to  km. 180.00 (Package No. NS-2/BOT/TN-1)
286,,Krishnagiri - Tindivanam,,,Transstroy Krishnagiri-Tindivanam Highways Pvt Ltd,U45203TG2011PTC075087,Transstroy (India) Ltd,,Tamil Nadu,PPP BOT - Annuity,Shelved,National Highway,66,III,2,182.18,364.36,,Jul-2010,May-2011,13,24,Jul-2011,Feb-2012,Apr-2012,Apr-2014,,,,Annuity,40.00,0.00,0.00,0.00,0.00,624.20,196.60,365.00,427.70,,0.00,,Theme Engineering Services Pvt. Ltd,,Design (km 37.600 - km 219.782);,Krishnagiri - Tindivanam
287,"N/04002/05001/KL	",KT/KL Border Thalapady - Chengala,Bharatmala Pariyojna,,ULCCS Kasaragod Expressway Pvt Ltd,U45309KL2021PTC068517,ULCCS Ltd,,Kerala,PPP HAM,Under implementation,National Highway,66,Bharathmala Pariyojana (Phase - I),6,39,234,Nov-2019,,Mar-2021,,30,May-2021,,Nov-2021,May-2024,Mar-2025,,,,0.00,0.00,0.00,1704.12,1981.07,0.00,0.00,0.00,0.00,,50.80,10,LEA Associates South Asia Pvt. Ltd. - Pioneer Infra Consultant Pvt. Ltd. (JV),,Design (km 17.200 - km 57.200);,KT/KL Border Thalapady - Chengala
288,,Kumarapalayam - Chengapalli,NHDP ,NS-2/BOT/TN-07,Kumarapalayam Tollways Ltd,U45200TG2005PLC047960,IVRCL Infrastructure & Projects Ltd,,Tamil Nadu,PPP BOT - Toll,Provisionally Completed,National Highway,47,II,4,48.51,194.04,May-2005,,Sep-2005,20,30,Jan-2006,Sep-2006,Jul-2006,Jan-2009,Dec-2024,,Aug-2009,Grant,0.00,17.50,0.00,379.80,0.00,502.00,37.57,0.00,338.89,122.20,7.83,,Consulting Engineering Services (India) Pvt Ltd,,Design (km 53.525 - km 102.035);,Kumarapalayam - Chengalpalli from km. 53.525 to km. 102.035 (Package No.NS-2/BOT/TN-07)
289,N/04002/03001/KA,Kundapur - Surathkal and Mangalore - KNT/Kerala Border,NHDP ,,Navayuga Udupi Tollway Pvt Ltd,U45204TG2009PTC066139,Navayuga Engineering Company Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,66,,4,90.08,360.32,Jul-2008,,Nov-2009,25,30,Mar-2010,Sep-2010,Sep-2010,Mar-2013,Mar-2017,,May-2023,Grant,0.00,221.43,0.00,221.00,873.00,0.00,110.72,472.00,615.90,,9.69,122,L.N. Malviya infra projects Pvt. Ltd.,,"Design (Km 283.300 - Km 358.080) & (km 375.300 - km 376.700) & (km 3.700 - km 17.200);
PCOD-I - January 2017; PCOD-2 - MARCH 2023;
PCOD-II - March 2023;",Kundapur (Km.283.300) to Surathkal (Km358.686) and Nantoor (Km.1.900) to Talapady (Km.17.200)
290,,Madanapalle - Cherlopalli,,,,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,71,,4,103,412,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Madanapalle - Cherlopalli
291,,Madikeri - Kushalnagara Bypass,Bharatmala Pariyojana,Package - 1,,,,,Karnataka,PPP HAM,Under Bidding,National Highway,275,,2/4,22.7,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 99.500 - km 122.200);,Madikeri - Kushalnagara Bypass (Package - 1)
292,N/04035/01001/TN,Madurai - Arupukottai - Tuticorin,,,Madurai - Tuticorin Expressways Ltd,U45203TG2006PLC050114,Madhucon Projects Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,45B,III A,4,128.15,512.6,Dec-2005,,Feb-2006,20,36,Jul-2006,Jan-2007,Jan-2007,Jan-2010,,,Jul-2011,Grant,0.00,114.00,0.00,629.00,0.00,920.00,163.70,562.31,562.31,291.00,4.91,18,Louis Berger Group Inc.,,Design (km 138.800 - km 266.865);,Madurai - Arupukottai - Tuticorin
293,,Mahabalipuram - Pondicherry,Bharatmala Pariyojana,Package - 3,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,332 A,,4,43,172,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Mahabalipuram - Pondicherry (Package - 3)
294,N/01003/02001/KA,Malur - Bangarpet,Bharatmala Pariyojana,Bangalore - Chennai Expressway (Phase - 1) (Package - 2),Malur Bangarpet Highways Pvt Ltd,U45203MP2021PTC055489,Dilip Buildcon Ltd,,Karnataka,PPP HAM,Provisionally Completed,National Highway,NE 7,PHASE -  1,4,27.1,108.4,Sep-2020,,Mar-2021,17,24,May-2021,Sep-2021,Sep-2021,Sep-2023,Jan-2025,May-2024,,,0.00,0.00,0.00,1279.00,1745.00,0.00,0.00,0.00,480.00,,64.39,,K&J Projects Pvt. Ltd.,,Design (26.400 - km 53.500); PCOD - MAY 2024;,Malur - Bangarpet [Bangalore - Chennai Expressway] (Phase - 1) (Package - 2)
295,N/08002/06003/TS,Mangalwarpet - Mallampalli Section,NH (O),,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Telangana,EPC,Provisionally Completed,National Highway,365,,2,33,66,,,Feb-2014,,24,,,Mar-2014,Mar-2016,Dec-2024,Mar-2016,,,0.00,0.00,0.00,500.00,55.00,0.00,0.00,0.00,0.00,,1.67,,"SATRA Service and Solution Pvt Ltd,Feedback Infra Pvt Ltd. (JV)",,,Mangalwarpet - Mallampalli Section
296,,Maranahally - Addahole,,,,,,,Karnataka,EPC,Under Bidding,National Highway,75,,4,25.81,103.24,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 236.000 - km 261.810);,Maranahally - Addahole
297,,Marutharoad - Karimba,Bharatmala Pariyojana,Greenfield Section (Package - 1),,,,,Kerala,PPP HAM,Under Bidding,National Highway,966,,4/6,30.72,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,"Design (km 0.000 - km 30.720);
",Marutharoad - Karimba Greenfield Section (Package - 1)
298,,Mattakkuzhy - Kochi,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,85,Phase 1,,11.5,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Mattakkuzhy - Kochi
299,,Meensurutti - Chidambaram,Bharatmala Pariyojana,,KNR Chidambaram Infra Pvt Ltd,U45309TG2018PTC123104,KNR Constructions Ltd,,Tamil Nadu,PPP HAM,Shelved,National Highway,227,Phase 1,2,31.53,63.06,,,Mar-2018,17,24,Apr-2018,Sep-2018,,,,,,,0.00,0.00,0.00,482.04,0.00,0.00,0.00,0.00,0.00,,15.29,,,,Design (km 98.433 - km 129.965);,Meensurutti - Chidambaram
300,N/04007/12003/KA,MH/KNT Border - Sangareddy,NHDP ,,L&T Deccan Tollways Ltd,U45203TN2011PLC083661,L&T Infrastructure Development Projects Ltd,,"Karnataka,Telangana",PPP BOT - Toll,Completed,National Highway,9,,4,144.99,579.96,Nov-2010,Jan-2011,Nov-2011,25,30,Feb-2012,Jun-2012,Apr-2014,Sep-2016,Sep-2019,,Sep-2019,Negative Grant,0.00,0.00,80.01,1847.47,1818.10,0.00,0.00,0.00,0.00,,12.54,36,MSV International Inc. in associates with M/s. Sri Infotech,"HAKS Engineers, Architects and Land Surveyors - Safety Consultant","Design (km 348.000 - km 493.000);
PCOD - October 2017;",MH/KNT Border to Sangareddy Section from km. 433.00 to km.515.00 of NH-65
301,,Munnar - Mattakkuzhy,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,85,Phase 1,,111,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Munnar - Mattakkuzhy
302,N/04027/03001/AP,Nalagampalli - AP/KA Border,NHDP,,,,Dilip Buildcon Ltd,L45201MP2006PLC018689,Andhra Pradesh,EPC,Completed,National Highway,4,,4,47.687,190.748,,,Mar-2017,2,24,Nov-2017,,Nov-2017,Nov-2019,Nov-2019,,Jul-2019,,0.00,0.00,0.00,503.10,0.00,959.06,0.00,0.00,0.00,455.96,10.55,-4,,,"Design (km 172.000 - km 219.687);
COD - July 2019;
",Nalagampalli to Allkuppam (AP/KA Border) from Km. 172. 000 to Km 219.687 
303,,Namakkal - Karur ,,,NK Toll Road Ltd,U67190MH2005PLC154359,Reliance Infrastructure Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,7,II,4,41.37,165.48,May-2005,,Jun-2005,20,24,Jan-2006,,Jul-2006,Jan-2009,,,Aug-2009,Grant,0.00,24.00,0.00,205.60,0.00,345.00,4.47,0.00,0.00,139.40,4.97,7,ICT Pvt Ltd - Feedback India,,Design (km 248.625 - km 292.600),Namakkal - Karur 
304,N/04007/16001/AP ,Nandigama - Kanchikacherla,Bharatmala Pariyojana,,,,Lakshmi Infrastructure & Developers India Pvt Ltd,U45209AP2014PTC095662,Andhra Pradesh,EPC,Provisionally Completed,National Highway,65,Phase - 1,6,14.34,86.04,,,Dec-2017,,,Jan-2018,,Mar-2018,Jun-2019,Nov-2024,Mar-2021,,,0.00,0.00,0.00,262.94,416.07,0.00,0.00,0.00,0.00,,29.01,,Theme Engineering Services Pvt Ltd,,"Design (km 220.700 - km 226.600 & km 238.200 - km 245.400);
PCOD: March 2021;",Nandigama Bypass - Kanchikacherla Bypass
305,,Nandi Hills Cross - Devanhalli & Meenukunte,Golden Quadrilateral,NS-24/KN,,,A. L. Sudershan Construction Company Ltd,U45200TG1992PLC014904,Karnataka,EPC,Completed,National Highway,7,I,6,25,150,,,,,,,,Sep-2001,,,,Aug-2008,,0.00,0.00,0.00,40.83,0.00,0.00,0.00,0.00,0.00,,1.63,,Span Consultant Pvt. Ltd.,,Design (km 527.000 - km 535.000 & km 539.000 - km 556.000);,Nandi Hills Cross - Devanhalli & Meenukunte to Habbal (NS-24/KN)
306,,Navaikulam - Thekkada,Bharatmala Pariyojana,Outer Ring Road (Package - 1),,,,,Kerala,PPP HAM,Under Bidding,National Highway,866,,4,29.25,117,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km -0.450 - km 28.800);,Navaikulam - Thekkada Section [Outer Ring Road] (Package - 1)
307,N/04029/01001/KA,Nelamangala - Devihalli,NHDP,,Lanco Devihalli Highways Ltd,U45400TG2007PLC053957,Lanco Infratech Ltd,,Karnataka,PPP BOT - Toll,Completed,National Highway,48,III A,4,80.27,321.08,,,Apr-2007,25,30,Jul-2007,,Jan-2008,Jul-2010,Aug-2024,,May-2024,Grant,0.00,175.92,0.00,175.92,0.00,306.39,189.90,0.00,0.00,130.47,2.19,166,"Feedback Infra Pvt Ltd,SATRA Service and Solution Pvt .Ltd and in Association with Saadhya Infra Solutions LLP",,Design - ( km. 28.20 to km. 110.00); PCOD - JUNE 2012;,Neelamangala - Devihalli from km. 28.20 to km. 110.00
308,,Nellore Bypass,Golden Quadrilateral,,NYSE Infrastructure Pvt Ltd,U70102TG2002PTC038539,Navayuga Engineering Company Ltd,,Andhra Pradesh,PPP BOT - Annuity,Completed,National Highway,5,I,4,17.17,68.68,,,Jan-2002,17,24,Mar-2002,Sep-2002,Oct-2002,Oct-2004,Sep-2004,,Aug-2004,,25.92,0.00,82.00,157.00,163.78,389.00,173.00,0.00,0.00,232.00,9.54,-2,Scott Wilson India Pvt Ltd,,Design (km 161.034 - km 178.200),Nellore Bypass
309,N/03011/01002/TN ,Neraluru - Thorappalli - Agraharam Section,Bharatmala Pariyojana,Hosur - Dharmapuri (Package - 1),Neraluru Thorapalli Roadways Pvt Ltd,U45309GJ2022PTC129604,SCC Infrastructure Pvt Ltd,,"Karnataka,Tamil Nadu",PPP HAM,Under implementation,National Highway,844,Phase - 1,4,23.35,93.4,Mar-2019,,Jan-2022,,24,Apr-2022,,Oct-2022,Oct-2024,May-2025,,,,0.00,0.00,0.00,484.74,1320.73,0.00,0.00,0.00,0.00,,56.56,5,"Global Infra Solutions,Dhruv Consultancy Services Limited",,Design (0.000 km - 23.350 km);,Neraluru - Thorappalli - Agraharam Section [Hosur - Dharmapuri Section] (Package - 1)
310,,OD/AP Border - Sabbavaram,Bharatmala Pariyojana,,,,,,Andhra Pradesh,PPP HAM,Under Bidding,National Highway,130 CD,,6,100,600,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,OD/AP Border - Sabbavaram
311,N/08042/03001/TN,Oddanchatram Bypass,NHDP ,,,,Om Sakthi Builders And Contractors India Pvt Ltd,U45400TN2010PTC074355,Tamil Nadu,EPC,Completed,National Highway,83,Phase - 1,4,10.1,40.4,,,Sep-2017,,,Oct-2017,,Nov-2017,Nov-2019,Jul-2020,,Jul-2020,,0.00,0.00,0.00,159.00,0.00,236.93,0.00,0.00,0.00,77.93,15.74,8,Mukesh & Associates Consultants & Engineers,,Design (km 23.100 - km 33.200);,Oddanchatram Bypass from Km 23.100 to Km 33.200 of NH-209 in Tamil Nadu
312,N/08042/02001/TN,Oddanchatram - Madathukulam,Bharatmala Pariyojana,,KNR Palani Infra Pvt Ltd,U45209TG2019PTC131730,KNR Constructions Ltd,,Tamil Nadu,PPP HAM,Provisionally Completed,National Highway,83,Phase - 1,4,45.4,181.6,May-2018,,Mar-2019,17,24,Dec-2019,May-2020,Oct-2020,Oct-2022,Dec-2024,Sep-2023,,,0.00,394.54,0.00,920.00,1267.87,0.00,80.46,0.00,317.00,,27.93,,SA Infrastructure Consultants Pvt Ltd,,"Design (Km 29.000 - Km 74.380);
PCOD - September 2023;",Oddanchatram - Madathukulam from km. 29.00 to km. 74.38
313,,Omalur - Salem - Namakkal,,,M.V.R. Infrastructure and Tollways Ltd,U45200MH2006PLC249855,IRB Infrastructure Developers Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,7,II,4,68.25,273,May-2005,,Sep-2005,20,30,Feb-2006,Aug-2006,Aug-2006,Feb-2009,,,Aug-2009,Grant,0.00,46.00,0.00,253.50,0.00,307.00,69.10,0.00,0.00,53.50,3.71,6,Consulting Engineering Services (India) Pvt Ltd,,"Design (km 180.00 - km 248.625)
The project was initially for the stretch of Salem - Namakkal which got its completion on August 2009. But then, NHAI awarded an addtional 19.2kms to the SPV for the OMT progress on May,2010. From then, the stretch got extended from Omalur - Salem - Namakkal.",Omalur - Salem - Namakkal
314,,Polasa - Kythenapalle,Bharatmala Pariyojana,,,,,,Telangana,PPP HAM,Under Bidding,National Highway,,,4,60.914,243.656,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Polasa - Kythenapalle
315,,Pondicherry - Tindivanam,,,Pondicherry Tindivanam Tollway Pvt Ltd,U45400TG2007PTC053321,NCC Infrastructure Holdings Ltd,,"Tamil Nadu,Puducherry",PPP BOT - Toll,Completed,National Highway,66,III A,4,37.92,151.68,,,Mar-2007,30,30,Jul-2007,Jan-2008,Jan-2008,Jul-2010,Apr-2011,,Dec-2011,Grant,0.00,45.00,0.00,285.00,0.00,361.92,67.00,202.21,202.21,76.92,7.52,17,"Louis Berger , Upham International Corporation , Quest Engineers & Consultants Pvt. Ltd",,Design (km 0.00 - km 37.29);,Pondicherry - Tindivanam
316,N/08019/03002/TN,Poondiyankuppam - Sattanathapuram,Bharatmala Pariyojana,,Poondiankuppam Sattanathapuram Section Pvt Ltd,U45309DL2021PTC380170,Oriental Structural Engineers Pvt Ltd,,Tamil Nadu,PPP HAM,Provisionally Completed,National Highway,32,Phase - 1,4,56.8,227.2,Dec-2019,,Mar-2021,17,24,May-2021,Nov-2021,Jan-2022,Jan-2024,Nov-2024,May-2024,,,0.00,848.20,0.00,2120.40,2565.63,0.00,246.40,0.00,985.50,,45.17,,Theme Engineering Services Pvt Ltd,,"Design (km 67.000 - km 123.800);
",Poondiyankuppam (Km.67.000) - Sattanathapuram (Km.123.800)
317,,Poondiyankuppam - Sattanathapuram,,[Villupuram - Nagapatinam] (Package - 3),IRB PS Highway Pvt Ltd,U26940MH2010PTC203790,IRB Infrastructure Developers Ltd,,Tamil Nadu,PPP HAM,Terminated,National Highway,45A,Bharatmala Pariyojana (Phase 1),4,56.8,227.2,,,Mar-2018,17,24,May-2018,Sep-2018,,,,,,Annuity,0.00,0.00,0.00,2169.00,1777.05,0.00,0.00,0.00,0.00,,31.29,,,Modern Road Makers Private Limited,"Design (Km 67.000 - Km 123.800);
Project got terminated with effect from May, 2019
",Poondiyankuppam - Sattanathapuram [Villupuram - Nagapatinam] (Package - 3)
318,,Port Road Connectivity - New Mangalore Port,,,,,,,Karnataka,EPC,Under Bidding,National Highway,,,,25.472,,,,,12,,,,,,,,,,0.00,0.00,0.00,323.62,0.00,0.00,0.00,0.00,0.00,,12.70,,,,,Port Road Connectivity - New Mangalore Port
319,N/08019/02002/TN,Puducherry - Poondiyankuppam,Bharatmala Pariyojana,,DBL Poondiyankuppam Highways Pvt Ltd,U45309MP2021PLC055560,Dilip Buildcon Ltd,,"Tamil Nadu,Puducherry",PPP HAM,Under implementation,National Highway,32,Phase - 1,4,38,152,Dec-2019,,Mar-2021,17,24,May-2021,,Nov-2021,Nov-2023,Dec-2024,,,,0.00,491.20,0.00,1045.47,1228.00,0.00,0.00,0.00,477.69,,32.32,16,Theme Engineering Services Pvt. Ltd in Association with  Ishita Info Solution Pvt. Ltd.,,Design (km 29.000 - km 67.000),Puducherry - Poondiyankuppam
320,,Puducherry - Poondiyankuppam,,[Villupuram - Nagapatinam] (Package - 2),IRB PP Project Pvt Ltd,U45400MH2016PTC272250,IRB Infrastructure Developers Ltd,,"Tamil Nadu,Puducherry",PPP HAM,Terminated,National Highway,45A,IV,4,38,152,,,Mar-2018,15,24,May-2018,Sep-2018,,,,,,Annuity,0.00,543.00,0.00,1296.00,0.00,0.00,159.00,0.00,617.00,,34.11,,,Modern Road Makers Private Limited,"Design (km 29.00 - km 67.00);
Project got terminated with effect from May, 2019
",Puducherry - Poondiyankuppam [Villupuram - Nagapatinam] (Package - 2)
321,,Punaloor - Kollam,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,744,Phase 1,,38.6,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Punaloor - Kollam
322,,Rajahmundry - Dharmavaram,,Golden Quadrilateral,Rajahmundry Expressway Pvt Ltd,U45203DL2001PTC112518,Gammon Infrastructure Projects Ltd,,Andhra Pradesh,PPP BOT - Annuity,Completed,National Highway,16,I,4,53,212,Mar-2001,,,20,30,Oct-2001,,May-2002,Nov-2004,,,Sep-2004,Annuity,29.62,0.00,0.00,206.00,0.00,223.00,40.00,0.00,261.00,17.00,3.89,-2,Zaidun Leeng - Artefact Projects,Punj Llyod Ltd,Design (km 200.00 - km 253.000);,Rajahmundry - Dharmavaram
323,,Rajapalayam - Shenkottai,Bharatmala Pariyojana,Lot - 3 (Package - 2),,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,744,,4,62,248,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Rajapalayam - Shenkottai (Lot - 3) (Package - 2)
324,,Rajapalayam - Shenkottai,Bharatmala Pariyojana,Package - 1,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,744,,4,35.4,141.6,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 71.600 - km 107.000);,Rajapalayam - Shenkottai (Package - 1)
325,,Rajapalayam - Shenkottai ,Bharatmala Pariyojana,Package - 2,,,,,Tamil Nadu,PPP HAM,Under Bidding,National Highway,744,,4,32.9,131.6,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (km 107.000 - km 139.900);,Rajapalayam - Shenkottai (Package - 2)
326,,Ramanagara - Bannerghatta National Park,Bharatmala Pariyojana,Bangalore Satellite Town Ring Road (Phase - 2) (Package - 1),,,,,Karnataka,PPP HAM,Under Bidding,National Highway,948 A,Phase - 2,4/6,33.6,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,Design (Km. 79.00 - Km. 112.60);,Ramanagara - Bannerghatta National Park [Bangalore Satellite Town Ring Road] (Phase - 2) (Package - 1)
327,,Ramanattuka - Kavungal,Bharatmala Pariyojana,,,,,,Kerala,PPP HAM,Under Bidding,National Highway,966,Phase 1,6,41.28,247.68,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,,,,Ramanattuka - Kavungal
328,N/02004/15001/AP,Ranastalam - Anandapuram,NHDP,,Ashoka Ranastalam Anandapuram Road Ltd,U45500DL2017PLC315722,Ashoka Buildcon Ltd,,Andhra Pradesh,PPP HAM,Completed,National Highway,16,V (Package-II),4/6,47,,,,Mar-2017,17.5,30,May-2017,Sep-2017,Nov-2017,May-2020,Jun-2021,,Jun-2021,,185.00,475.00,0.00,1187.10,1467.97,0.00,105.00,0.00,391.00,,31.23,13,"SATRA Service and Solution Pvt Ltd,Feedback Infra Pvt Ltd",,"Design (km 634.000 - km 681.000);
PCOD - September, 2020;
COD - June, 2021",Ranasthalam (Km.634.000) to Anandapuram (Km.681.000) of NH- 16 in the State of Andhra Pradesh
329,N/04027/06001/AP,Renigunta - Poyya - Naidupeta,Bharatmala Pariyojana,,Meil Renigunta Roadways Pvt Ltd,U45201TG2021PTC148109,Megha Engineering & Infrastructures Ltd,,Andhra Pradesh,PPP HAM,Under implementation,National Highway,71,Phase - 1,6,57.046,342.276,,,Dec-2020,,,Feb-2021,,Jan-2022,Jan-2024,Oct-2024,,,,0.00,0.00,0.00,1899.00,1863.09,0.00,0.00,0.00,0.00,,32.66,14,"SATRA Service and Solution Pvt,Feedback Infra Pvt",,Design (km 124.600 - km 183.400);,Renigunta - Poyya - Naidupeta km 124.60 to km 183.4 of NH 71
330,N/02013/01001/TN,Salem - Kumarapalayam,NHDP ,NS-2/BOT/TN-06,Salem Tollways Ltd,U45200TG2005PLC047961,IVRCL Infrastructure & Projects Ltd,,Tamil Nadu,PPP BOT - Toll,Completed,National Highway,7,II,4,53.53,214.12,May-2005,,Sep-2005,20,30,Jan-2006,Sep-2006,Jul-2006,Jan-2009,Dec-2024,,Jul-2010,Grant,0.00,129.00,0.00,129.00,372.81,502.00,101.30,0.00,292.00,373.00,6.96,18,"Theme Engineering Services Pvt. Ltd,Ishita Info Solution Pvt. Ltd.",,Design (km 0.00 - km 53.00);,Salem - Kumarapalaym from km. 0.00 to km. 53.00 (Package No. NS-2/BOT/TN-06)
